CMTF,PCA,Components
0.8049832257972016,0.8989405844575185,1.0
0.9359376555931862,0.952381797194515,2.0
0.9087292214299743,0.9582937125590882,3.0
0.9302821277058011,0.9561322106067217,4.0
0.9410043754203826,0.9584812752104123,5.0
0.9619074028954898,0.9794894231332861,6.0
0.9706784366039132,0.9775205622316563,7.0
0.972082145479441,0.9706674303330933,8.0
0.9730626283004129,0.9772370449678025,9.0
0.9730360416762057,0.97251712944332,10.0
0.8015787195027695,0.8221766483726756,1.0
0.819012162751643,0.8256021782075875,2.0
0.8496791755675137,0.8407366038549053,3.0
0.8556637867224497,0.8531540393280429,4.0
0.9112039805432449,0.8965180359254145,5.0
0.9117427884031805,0.9146248796850125,6.0
0.8970862896270706,0.9330441036574763,7.0
0.8925514627944076,0.9278669672309303,8.0
0.8983515781865085,0.9272641152801999,9.0
0.9088393601939686,0.9368124179393192,10.0
0.7945655083484979,0.9015858063332803,1.0
0.8748069783119802,0.925751615584149,2.0
0.8784497215260905,0.9440380620175235,3.0
0.9343951850809908,0.959199522467504,4.0
0.9307771633518547,0.9722165675850077,5.0
0.935573373595485,0.970320006805942,6.0
0.9570267750183037,0.9811010508665212,7.0
0.9724853647247427,0.9766843672932989,8.0
0.9765508383314293,0.978249295651952,9.0
0.9795338404283206,0.9794564340184077,10.0
0.6359859717908283,0.8233074630696479,1.0
0.7312455748450701,0.8626727294333437,2.0
0.7184910876503094,0.8579755981484337,3.0
0.7958647921206259,0.8338888905752251,4.0
0.8340201852256061,0.8365638022253044,5.0
0.8362121820645695,0.8294741212160264,6.0
0.8352777606066698,0.8634510190547151,7.0
0.8655825601670709,0.821465285306316,8.0
0.8412354179794458,0.8302843851353816,9.0
0.8355008845268894,0.8834985064757364,10.0
0.7877018181741591,0.8559415638863478,1.0
0.8472622813904633,0.8866271770717681,2.0
0.8437951358757336,0.8969387134364561,3.0
0.8374013241834076,0.8773904033577912,4.0
0.9064636009015945,0.7556199562796581,5.0
0.8712577252152887,0.8192441535828703,6.0
0.9438033284978026,0.9395771940799577,7.0
0.9139988803205499,0.9531998113514452,8.0
0.9502576682177953,0.9349026001928369,9.0
0.9393833623847679,0.9306534017871643,10.0
0.8702900528566868,0.8851223698058001,1.0
0.9004443810613852,0.9022575469366015,2.0
0.8286270639269403,0.8948735652903876,3.0
0.8683959186341129,0.8543254916761417,4.0
0.9121022909699283,0.8712173845496411,5.0
0.9227776185684344,0.9520334042658993,6.0
0.867974281854178,0.9256406091966398,7.0
0.9440029719140864,0.9181287412163809,8.0
0.9381166440271059,0.9397473924853579,9.0
0.9468274780665787,0.9523592489357344,10.0
0.8872386536839001,0.9299909447056598,1.0
0.9827636149327618,0.9697740061100422,2.0
0.9678543378563879,0.969738436298655,3.0
0.9576656648847549,0.9578338336151457,4.0
0.9679162807483004,0.9417160165029279,5.0
0.9736682083483615,0.9673059031223876,6.0
0.9655299680003101,0.9691596512586265,7.0
0.9716426168149477,0.9802325136954201,8.0
0.9824806683353456,0.9872330218351668,9.0
0.981313567723727,0.9880426091922936,10.0
0.753834576220947,0.768320834845929,1.0
0.794073650014905,0.7865608990132277,2.0
0.8701280753922396,0.8436368865824506,3.0
0.8878008528798516,0.8781933070696708,4.0
0.8978195823925532,0.8707153309615584,5.0
0.893031213935174,0.8806539470161775,6.0
0.9406762259477809,0.9643419344359403,7.0
0.9476375406576829,0.9667192160333623,8.0
0.9424930565842763,0.9596912638124157,9.0
0.9548074620296424,0.9690342864087312,10.0
0.9094862933304515,0.8965070969212121,1.0
0.9223271609270887,0.9422129050552321,2.0
0.8862173914951775,0.9365578946980632,3.0
0.8959477453983868,0.9169926562210087,4.0
0.9537831293641978,0.9473487855612934,5.0
0.9595551053865842,0.9520220212040756,6.0
0.9560417216913374,0.9571362827083498,7.0
0.962182469744195,0.9105683126202961,8.0
0.9661332339031632,0.9154118904051766,9.0
0.9589342353664302,0.9193445483417856,10.0
0.8846430814128393,0.8568635916022181,1.0
0.8942490740809216,0.9258723854832573,2.0
0.9627320168967315,0.9458398186918062,3.0
0.9759147150430874,0.9663613667427587,4.0
0.9747847366855639,0.9428862976619868,5.0
0.9485384709831248,0.927073165673489,6.0
0.9503106961666411,0.9167222349800522,7.0
0.9438265126147586,0.9090940969209547,8.0
0.9390454246266036,0.8263893013396906,9.0
0.9382977183405338,0.8333712213368717,10.0
